block_id,chr,start_pos,end_pos,n_snps,physical_span_bp,pic,NA_col
blk39,1,4108807,4108807,1,0,0.1706,NA
blk40,1,4249728,4303430,3,53702,0.2165,NA
blk41,1,4308767,4308767,1,0,0.2427,NA
blk42,1,4433853,4491203,2,57350,0.2838,NA
blk43,1,4520533,4605259,2,84726,0.2444,NA
blk44,1,4661508,4661508,1,0,0.2533,NA
blk45,1,4767072,4773150,2,6078,0.4857,NA
blk46,1,4819147,4819147,1,0,0.378,NA
blk47,2,62162,119693,4,57531,0.4556,NA
blk48,2,163720,181830,2,18110,0.0781,NA
blk49,2,439930,447861,2,7931,0.1777,NA
blk50,2,478283,555805,3,77522,0.2741,NA
blk51,2,583839,643758,5,59919,0.3482,NA
blk52,2,684111,710996,2,26885,0.3562,NA
blk53,2,785052,852517,3,67465,0.2491,NA
blk54,2,903335,938027,2,34692,0.1414,NA
blk55,2,1008602,1061945,3,53343,0.1504,NA
blk56,2,1244867,1250961,2,6094,0.3938,NA
blk57,2,1271474,1332942,3,61468,0.1211,NA
blk58,2,1382436,1382436,1,0,0.2789,NA
blk59,2,1485092,1542711,3,57619,0.2575,NA
blk60,2,1608166,1608166,1,0,0.1255,NA
blk61,2,1704673,1704673,1,0,0.3079,NA
blk62,2,1764373,1854165,4,89792,0.3513,NA
blk63,2,1863956,1948242,4,84286,0.06,NA
blk64,2,1972034,2000775,3,28741,0.297,NA
blk65,2,2144445,2144445,1,0,0.2451,NA
blk66,2,2169918,2261385,3,91467,0.1331,NA
blk67,2,2375337,2375337,1,0,0.1397,NA
blk68,2,2569958,2569958,1,0,0.1788,NA
blk69,2,2694544,2748605,4,54061,0.2365,NA
blk70,2,2872231,2961557,8,89326,0.3733,NA
blk71,2,2965887,2965887,1,0,0.1022,NA
blk72,2,3070032,3070032,1,0,0.3239,NA
blk73,2,3283441,3337178,2,53737,0.2129,NA
blk74,2,3397820,3454354,2,56534,0.4168,NA
blk75,2,3469197,3469197,1,0,0.2066,NA
blk76,2,3619015,3619015,1,0,0.4564,NA
blk77,2,3671042,3684987,2,13945,0.2888,NA
blk78,2,3768062,3823192,2,55130,0.0851,NA
blk79,2,3905102,3926676,2,21574,0.0915,NA
blk80,2,4041083,4044397,2,3314,0.2857,NA
blk81,2,4078969,4078969,1,0,0.4143,NA
blk82,2,4217232,4217232,1,0,0.201,NA
blk83,2,4364785,4442562,4,77777,0.2463,NA
blk84,2,4472465,4542897,3,70432,0.4532,NA
blk85,2,4662113,4662113,1,0,0.4858,NA
blk86,2,4739706,4739706,1,0,0.4762,NA
blk87,2,4801621,4860269,6,58648,0.0986,NA
blk88,2,4954109,4954109,1,0,0.1036,NA
blk89,3,62900,146785,2,83885,0.4547,NA
blk90,3,203651,241854,2,38203,0.4118,NA
blk91,3,323078,323078,1,0,0.2515,NA
blk92,3,440498,462806,3,22308,0.3616,NA
blk93,3,521466,547907,3,26441,0.4449,NA
blk94,3,642887,656948,2,14061,0.0993,NA
blk95,3,683426,746634,2,63208,0.3401,NA
blk96,3,861169,861169,1,0,0.2544,NA
blk97,3,893872,893872,1,0,0.1427,NA
blk98,3,1049811,1049811,1,0,0.4779,NA
blk99,3,1111961,1148121,2,36160,0.4117,NA
blk100,3,1271427,1322962,5,51535,0.2269,NA
blk101,3,1381848,1381848,1,0,0.0554,NA
blk102,3,1576447,1648152,3,71705,0.4868,NA
blk103,3,1771193,1771193,1,0,0.2191,NA
blk104,3,1903962,1939581,3,35619,0.223,NA
blk105,3,1963158,2044580,3,81422,0.2568,NA
blk106,3,2078032,2150738,2,72706,0.4451,NA
blk107,3,2167987,2235626,6,67639,0.3216,NA
blk108,3,2319259,2361052,3,41793,0.4056,NA
blk109,3,2395509,2441324,2,45815,0.2852,NA
blk110,3,2534356,2534356,1,0,0.3812,NA
blk111,3,2583295,2644296,3,61001,0.1512,NA
blk112,3,2692088,2711684,3,19596,0.3191,NA
blk113,3,2803011,2826761,2,23750,0.3586,NA
blk114,3,2904123,2959676,2,55553,0.247,NA
blk115,3,3039680,3039680,1,0,0.3401,NA
blk116,3,3122159,3130873,2,8714,0.2063,NA
blk117,3,3272598,3349079,6,76481,0.1143,NA
blk118,3,3491281,3541333,2,50052,0.2815,NA
blk119,3,3577721,3636731,5,59010,0.1848,NA
blk120,3,3664457,3760860,4,96403,0.3995,NA
blk121,3,3765901,3861085,3,95184,0.2789,NA
blk122,3,3879595,3879595,1,0,0.2702,NA
blk123,3,4021754,4033580,2,11826,0.1176,NA
blk124,3,4108876,4131224,2,22348,0.354,NA
blk125,3,4172028,4248117,3,76089,0.065,NA
blk126,3,4363991,4453268,2,89277,0.1861,NA
blk127,3,4509503,4509503,1,0,0.2308,NA
blk128,3,4570067,4570067,1,0,0.487,NA
blk129,3,4702406,4710298,2,7892,0.0749,NA
blk130,3,4767929,4775847,2,7918,0.2495,NA
blk131,3,4879476,4879476,1,0,0.3157,NA
blk132,4,111207,134785,2,23578,0.2045,NA
blk133,4,236678,279002,2,42324,0.1017,NA
blk134,4,357235,375480,2,18245,0.4356,NA
blk135,4,438658,463123,3,24465,0.1412,NA
blk136,4,554570,606773,2,52203,0.4535,NA
blk137,4,666051,707394,2,41343,0.4012,NA
blk138,4,744924,797960,2,53036,0.1578,NA
blk139,4,861769,895012,2,33243,0.085,NA
blk140,4,990257,990257,1,0,0.0762,NA
blk141,4,1020591,1105215,4,84624,0.258,NA
blk142,4,1202321,1202321,1,0,0.2224,NA
blk143,4,1255235,1255235,1,0,0.3796,NA
blk144,4,1401237,1411138,2,9901,0.4913,NA
blk145,4,1444639,1463521,3,18882,0.0586,NA
blk146,4,1539254,1578638,2,39384,0.1476,NA
blk147,4,1621041,1662496,2,41455,0.2354,NA
blk148,4,1748911,1748911,1,0,0.3144,NA
blk149,4,1822447,1894850,2,72403,0.2594,NA
blk150,4,1922946,1961664,2,38718,0.3472,NA
blk151,4,2026561,2098745,2,72184,0.2322,NA
blk152,4,2131243,2147747,2,16504,0.1436,NA
blk153,4,2274318,2274318,1,0,0.2732,NA
blk154,4,2333732,2404024,5,70292,0.306,NA
blk155,4,2463260,2495139,3,31879,0.4536,NA
blk156,4,2545692,2606364,2,60672,0.3729,NA
blk157,4,2614044,2671246,2,57202,0.4253,NA
blk158,4,2732063,2810801,4,78738,0.2894,NA
blk159,4,2819421,2864627,2,45206,0.2553,NA
blk160,4,2919546,2925946,2,6400,0.4283,NA
blk161,4,3063163,3063163,1,0,0.2477,NA
blk162,4,3154791,3154791,1,0,0.4732,NA
blk163,4,3248086,3282332,2,34246,0.2893,NA
blk164,4,3346954,3346954,1,0,0.0667,NA
blk165,4,3487332,3487332,1,0,0.2525,NA
blk166,4,3545101,3595184,2,50083,0.27,NA
blk167,4,3653435,3687042,4,33607,0.4707,NA
blk168,4,3846226,3846226,1,0,0.0537,NA
blk169,4,3967908,3971248,2,3340,0.1254,NA
blk170,4,4057855,4057855,1,0,0.3115,NA
blk171,4,4174372,4202431,2,28059,0.1172,NA
blk172,4,4214938,4263805,3,48867,0.0554,NA
blk173,4,4339851,4391561,3,51710,0.3049,NA
blk174,4,4518670,4556471,3,37801,0.0732,NA
blk175,4,4626696,4708990,4,82294,0.3129,NA
blk176,4,4712429,4808572,3,96143,0.4364,NA
blk177,4,4818875,4871151,3,52276,0.268,NA
blk178,5,1526,66061,3,64535,0.4211,NA
blk179,5,159555,187224,2,27669,0.466,NA
blk180,5,307284,378298,4,71014,0.2128,NA
blk181,5,440567,469202,2,28635,0.2963,NA
blk182,5,505546,578660,3,73114,0.4995,NA
blk183,5,720884,786835,4,65951,0.3351,NA
blk184,5,882261,882261,1,0,0.2064,NA
blk185,5,913311,913311,1,0,0.2392,NA
blk186,5,1009695,1063461,3,53766,0.0801,NA
blk187,5,1192998,1192998,1,0,0.4127,NA
blk188,5,1201814,1264553,4,62739,0.1625,NA
blk189,5,1360596,1389620,4,29024,0.4735,NA
blk190,5,1479252,1479252,1,0,0.3353,NA
blk191,5,1505318,1581438,2,76120,0.1635,NA
blk192,5,1617558,1674573,3,57015,0.1597,NA
blk193,5,1726104,1800370,4,74266,0.3501,NA
blk194,5,1823956,1832473,2,8517,0.1127,NA
blk195,5,2090571,2099653,3,9082,0.3541,NA
blk196,5,2132677,2132677,1,0,0.1141,NA
blk197,5,2235692,2254911,2,19219,0.4117,NA
blk198,5,2314748,2354677,3,39929,0.3813,NA
blk199,5,2560476,2587075,2,26599,0.2963,NA
blk200,5,2665781,2697463,3,31682,0.4045,NA
blk201,5,2725251,2756802,3,31551,0.4332,NA
blk202,5,2866811,2866811,1,0,0.1372,NA
blk203,5,2962004,2990934,3,28930,0.0757,NA
blk204,5,3012416,3042170,3,29754,0.369,NA
blk205,5,3111990,3148185,2,36195,0.0774,NA
blk206,5,3226742,3226742,1,0,0.0596,NA
blk207,5,3343436,3370086,2,26650,0.2951,NA
blk208,5,3517467,3552714,2,35247,0.1318,NA
blk209,5,3693927,3693927,1,0,0.0758,NA
blk210,5,3732955,3791536,3,58581,0.4316,NA
blk211,5,3864786,3864786,1,0,0.2409,NA
blk212,5,4107665,4170868,3,63203,0.4535,NA
blk213,5,4279452,4279452,1,0,0.4841,NA
blk214,5,4326687,4365225,2,38538,0.3508,NA
blk215,5,4506815,4570031,3,63216,0.443,NA
blk216,5,4645583,4645583,1,0,0.4838,NA
blk217,5,4706061,4796763,5,90702,0.4624,NA
blk218,5,4828765,4898780,4,70015,0.4288,NA
blk219,5,4927862,4927862,1,0,0.1498,NA
