block_id,chr,start_pos,end_pos,n_snps,physical_span_bp,pic,NA_col
blk99,1,94151,94151,1,0,0.1556,NA
blk100,1,95885,95885,1,0,0.1827,NA
blk101,1,96036,96036,1,0,0.4586,NA
blk102,1,97343,97370,2,27,0.2683,NA
blk103,1,97630,97712,2,82,0.2918,NA
blk104,1,97758,97758,1,0,0.2068,NA
blk105,1,98017,98046,2,29,0.3883,NA
blk106,1,98402,98402,1,0,0.4011,NA
blk107,1,99545,99634,2,89,0.2666,NA
blk108,1,100555,100555,1,0,0.3902,NA
blk109,1,101753,101753,1,0,0.3179,NA
blk110,1,101883,101883,1,0,0.1212,NA
blk111,1,102286,102286,1,0,0.4689,NA
blk112,1,103257,103257,1,0,0.243,NA
blk113,1,103661,103661,1,0,0.1735,NA
blk114,1,104353,104353,1,0,0.3491,NA
blk115,1,104535,104648,2,113,0.4145,NA
blk116,1,106237,106237,1,0,0.4316,NA
blk117,1,107092,107092,1,0,0.1151,NA
blk118,1,108087,108187,2,100,0.1596,NA
blk119,1,108478,108478,1,0,0.1424,NA
blk120,1,108848,108848,1,0,0.0535,NA
blk121,1,109126,109126,1,0,0.2348,NA
blk122,1,110580,110670,2,90,0.294,NA
blk123,1,113370,113370,1,0,0.3345,NA
blk124,1,113679,113715,2,36,0.1728,NA
blk125,1,114463,114463,1,0,0.4335,NA
blk126,1,117709,117709,1,0,0.375,NA
blk127,1,118039,118039,1,0,0.1663,NA
blk128,1,118599,118599,1,0,0.3121,NA
blk129,1,119470,119470,1,0,0.4041,NA
blk130,1,119693,119693,1,0,0.3647,NA
blk131,1,120008,120008,1,0,0.4967,NA
blk132,1,120534,120534,1,0,0.3806,NA
blk133,1,121504,121504,1,0,0.4994,NA
blk134,1,124368,124368,1,0,0.2103,NA
blk135,1,126177,126177,1,0,0.2117,NA
blk136,1,126870,126870,1,0,0.2223,NA
blk137,1,127165,127165,1,0,0.1353,NA
blk138,1,128464,128464,1,0,0.1291,NA
blk139,1,128908,128908,1,0,0.4851,NA
blk140,1,130717,130717,1,0,0.4714,NA
blk141,1,131809,131809,1,0,0.2879,NA
blk142,1,132227,132227,1,0,0.1532,NA
blk143,1,132558,132660,2,102,0.1291,NA
blk144,1,134062,134062,1,0,0.3683,NA
blk145,1,135940,135940,1,0,0.1785,NA
blk146,1,136131,136131,1,0,0.1426,NA
blk147,1,136678,136678,1,0,0.3961,NA
blk148,1,137713,137713,1,0,0.1914,NA
blk149,1,138474,138474,1,0,0.4946,NA
blk150,1,141677,141677,1,0,0.201,NA
blk151,1,141841,141841,1,0,0.322,NA
blk152,1,142493,142493,1,0,0.3042,NA
blk153,1,143295,143295,1,0,0.2654,NA
blk154,1,143680,143680,1,0,0.4354,NA
blk155,1,145925,145925,1,0,0.3505,NA
blk156,1,146785,146785,1,0,0.2049,NA
blk157,1,148095,148095,1,0,0.0691,NA
blk158,1,152074,152074,1,0,0.3864,NA
blk159,1,153176,153176,1,0,0.0995,NA
blk160,1,153535,153535,1,0,0.1166,NA
blk161,1,155380,155380,1,0,0.2773,NA
blk162,1,157878,157878,1,0,0.1107,NA
blk163,1,158983,158983,1,0,0.2317,NA
blk164,1,159138,159138,1,0,0.326,NA
blk165,1,159823,159823,1,0,0.4556,NA
blk166,1,160630,160630,1,0,0.4144,NA
blk167,1,160884,160884,1,0,0.1932,NA
blk168,1,161060,161060,1,0,0.1061,NA
blk169,1,161955,161955,1,0,0.4242,NA
blk170,1,163569,163569,1,0,0.1832,NA
blk171,1,163720,163720,1,0,0.348,NA
blk172,1,164233,164233,1,0,0.1712,NA
blk173,1,165771,165771,1,0,0.4881,NA
blk174,1,167561,167561,1,0,0.3983,NA
blk175,1,169230,169230,1,0,0.2991,NA
blk176,1,169687,169687,1,0,0.0795,NA
blk177,1,170481,170481,1,0,0.4659,NA
blk178,1,172495,172495,1,0,0.4322,NA
blk179,1,172666,172666,1,0,0.2206,NA
blk180,1,176424,176424,1,0,0.0798,NA
blk181,1,177314,177314,1,0,0.4762,NA
blk182,1,179070,179070,1,0,0.3376,NA
blk183,1,179381,179381,1,0,0.4702,NA
blk184,1,180025,180025,1,0,0.215,NA
blk185,1,181571,181571,1,0,0.1123,NA
blk186,1,181830,181830,1,0,0.3822,NA
blk187,1,182182,182182,1,0,0.2295,NA
blk188,1,183981,183981,1,0,0.3994,NA
blk189,1,186657,186708,2,51,0.4115,NA
blk190,1,186801,186801,1,0,0.3933,NA
blk191,1,188565,188565,1,0,0.098,NA
blk192,1,189083,189083,1,0,0.0576,NA
blk193,1,189553,189553,1,0,0.4593,NA
blk194,1,191069,191069,1,0,0.3002,NA
blk195,1,191450,191509,2,59,0.2558,NA
blk196,1,192490,192490,1,0,0.1532,NA
blk197,1,193504,193504,1,0,0.4251,NA
blk198,1,194344,194344,1,0,0.3124,NA
blk199,1,195172,195172,1,0,0.2586,NA
blk200,1,196291,196291,1,0,0.0757,NA
blk201,1,198329,198329,1,0,0.4907,NA
blk202,1,200678,200678,1,0,0.2914,NA
blk203,1,202385,202385,1,0,0.4491,NA
blk204,1,203351,203351,1,0,0.2731,NA
blk205,1,203491,203504,2,13,0.368,NA
blk206,1,203651,203651,1,0,0.3325,NA
blk207,1,205321,205321,1,0,0.0809,NA
blk208,1,206272,206272,1,0,0.1878,NA
blk209,1,206504,206620,2,116,0.0745,NA
blk210,1,207410,207410,1,0,0.1549,NA
blk211,1,207624,207624,1,0,0.0699,NA
blk212,1,207956,207956,1,0,0.4864,NA
blk213,1,208351,208397,2,46,0.0621,NA
blk214,1,209579,209579,1,0,0.3328,NA
blk215,1,209761,209761,1,0,0.2003,NA
blk216,1,211256,211256,1,0,0.4286,NA
blk217,1,214972,214972,1,0,0.1989,NA
blk218,1,215572,215572,1,0,0.4337,NA
blk219,1,216758,216758,1,0,0.3095,NA
blk220,1,218067,218067,1,0,0.1463,NA
blk221,1,219884,219884,1,0,0.303,NA
blk222,1,220332,220332,1,0,0.402,NA
blk223,1,220663,220765,2,102,0.3231,NA
blk224,1,222107,222107,1,0,0.4782,NA
blk225,1,222346,222346,1,0,0.1111,NA
blk226,1,222851,222898,2,47,0.212,NA
blk227,1,223492,223492,1,0,0.0827,NA
blk228,1,224070,224070,1,0,0.462,NA
blk229,1,224890,224890,1,0,0.3518,NA
blk230,1,226232,226232,1,0,0.4787,NA
blk231,1,227278,227278,1,0,0.1798,NA
blk232,1,228930,228930,1,0,0.4,NA
blk233,1,229195,229195,1,0,0.4721,NA
blk234,1,231285,231285,1,0,0.4189,NA
blk235,1,232416,232416,1,0,0.0954,NA
blk236,1,234998,235086,2,88,0.24,NA
blk237,1,235280,235280,1,0,0.3854,NA
blk238,1,235517,235517,1,0,0.2533,NA
blk239,1,239041,239041,1,0,0.336,NA
blk240,1,239549,239549,1,0,0.3115,NA
blk241,1,240817,240817,1,0,0.4166,NA
blk242,1,241854,241854,1,0,0.0877,NA
blk243,1,242511,242511,1,0,0.389,NA
blk244,1,245066,245066,1,0,0.2877,NA
blk245,1,248258,248258,1,0,0.3965,NA
blk246,1,249033,249033,1,0,0.1395,NA
blk247,1,249590,249590,1,0,0.2537,NA
blk248,1,250761,250791,2,30,0.1248,NA
blk249,1,251882,251882,1,0,0.2776,NA
blk250,1,252092,252092,1,0,0.126,NA
blk251,1,252448,252448,1,0,0.179,NA
blk252,1,253600,253650,2,50,0.3956,NA
blk253,1,256660,256660,1,0,0.1629,NA
blk254,1,258964,258964,1,0,0.4893,NA
blk255,1,260764,260764,1,0,0.1041,NA
blk256,1,261958,261958,1,0,0.3711,NA
blk257,1,263159,263159,1,0,0.0797,NA
blk258,1,263900,263900,1,0,0.1827,NA
blk259,1,267079,267079,1,0,0.4008,NA
blk260,1,267886,267886,1,0,0.1334,NA
blk261,1,268641,268641,1,0,0.4817,NA
blk262,1,269102,269102,1,0,0.3317,NA
blk263,1,269229,269229,1,0,0.2283,NA
blk264,1,269543,269543,1,0,0.4349,NA
blk265,1,270253,270253,1,0,0.4809,NA
blk266,1,271398,271398,1,0,0.2124,NA
blk267,1,274386,274386,1,0,0.1482,NA
blk268,1,276456,276456,1,0,0.2241,NA
blk269,1,278161,278185,2,24,0.2525,NA
blk270,1,279007,279007,1,0,0.1989,NA
blk271,1,280610,280610,1,0,0.3639,NA
blk272,1,281301,281301,1,0,0.1898,NA
blk273,1,281481,281481,1,0,0.3,NA
blk274,1,281973,281973,1,0,0.3165,NA
blk275,1,282683,282683,1,0,0.481,NA
blk276,1,284366,284366,1,0,0.3586,NA
blk277,1,285313,285313,1,0,0.1384,NA
blk278,1,285494,285494,1,0,0.2767,NA
blk279,1,287254,287254,1,0,0.062,NA
blk280,1,287752,287752,1,0,0.2549,NA
blk281,1,288470,288470,1,0,0.0945,NA
blk282,1,288999,288999,1,0,0.2515,NA
blk283,1,291092,291092,1,0,0.3422,NA
blk284,1,293529,293529,1,0,0.3473,NA
blk285,1,296899,296899,1,0,0.1981,NA
blk286,1,297162,297162,1,0,0.231,NA
blk287,1,297926,297926,1,0,0.2577,NA
blk288,1,298357,298357,1,0,0.2043,NA
blk289,1,300083,300083,1,0,0.3731,NA
blk290,1,301323,301323,1,0,0.1012,NA
blk291,1,302693,302693,1,0,0.0973,NA
blk292,1,303707,303707,1,0,0.1761,NA
blk293,1,308626,308626,1,0,0.3573,NA
blk294,1,311249,311249,1,0,0.1187,NA
blk295,1,313352,313352,1,0,0.3664,NA
blk296,1,314123,314123,1,0,0.4514,NA
blk297,1,314612,314612,1,0,0.3793,NA
blk298,1,315199,315199,1,0,0.4645,NA
blk299,1,317469,317469,1,0,0.4024,NA
blk300,1,317932,317932,1,0,0.1256,NA
blk301,1,321649,321649,1,0,0.3768,NA
blk302,1,322502,322502,1,0,0.179,NA
blk303,1,322819,322819,1,0,0.1166,NA
blk304,1,323078,323078,1,0,0.3263,NA
blk305,1,323469,323469,1,0,0.3611,NA
blk306,1,324291,324291,1,0,0.4736,NA
blk307,1,325743,325743,1,0,0.333,NA
blk308,1,326154,326229,2,75,0.2761,NA
blk309,1,326483,326483,1,0,0.1568,NA
blk310,1,327553,327553,1,0,0.4622,NA
blk311,1,328076,328076,1,0,0.3915,NA
blk312,1,328229,328229,1,0,0.1508,NA
blk313,1,329757,329757,1,0,0.3437,NA
blk314,1,330432,330432,1,0,0.2551,NA
blk315,1,331098,331098,1,0,0.2787,NA
blk316,1,331372,331372,1,0,0.3196,NA
blk317,1,331867,331867,1,0,0.0501,NA
blk318,1,333272,333272,1,0,0.1536,NA
blk319,1,333860,333947,2,87,0.1941,NA
blk320,1,334779,334779,1,0,0.328,NA
blk321,1,335522,335522,1,0,0.3483,NA
blk322,1,336379,336379,1,0,0.3679,NA
blk323,1,336881,336881,1,0,0.2766,NA
blk324,1,337034,337139,2,105,0.3152,NA
blk325,1,337418,337418,1,0,0.4571,NA
blk326,1,338236,338236,1,0,0.4241,NA
blk327,1,339090,339090,1,0,0.2158,NA
blk328,1,339458,339458,1,0,0.3758,NA
blk329,1,340117,340117,1,0,0.2447,NA
blk330,1,340447,340447,1,0,0.3606,NA
blk331,1,340691,340691,1,0,0.1665,NA
blk332,1,340876,340876,1,0,0.3563,NA
blk333,1,341097,341097,1,0,0.3133,NA
blk334,1,341445,341445,1,0,0.055,NA
blk335,1,341590,341590,1,0,0.343,NA
blk336,1,344172,344172,1,0,0.1295,NA
blk337,1,344444,344447,2,3,0.3184,NA
blk338,1,345553,345670,2,117,0.273,NA
blk339,1,348593,348593,1,0,0.4764,NA
blk340,1,350143,350143,1,0,0.4912,NA
blk341,1,350746,350746,1,0,0.4656,NA
blk342,1,351738,351738,1,0,0.3413,NA
blk343,1,353147,353147,1,0,0.3304,NA
blk344,1,357920,357920,1,0,0.1252,NA
blk345,1,360097,360097,1,0,0.2887,NA
blk346,1,360317,360437,3,120,0.1027,NA
blk347,1,363564,363564,1,0,0.0799,NA
blk348,1,364621,364621,1,0,0.2145,NA
blk349,1,365701,365701,1,0,0.0872,NA
blk350,1,366717,366717,1,0,0.1435,NA
blk351,1,369257,369257,1,0,0.4926,NA
blk352,1,371067,371067,1,0,0.3548,NA
blk353,1,374381,374381,1,0,0.3561,NA
blk354,1,375378,375378,1,0,0.1828,NA
blk355,1,375528,375528,1,0,0.3915,NA
blk356,1,375763,375763,1,0,0.4709,NA
blk357,1,377659,377659,1,0,0.4693,NA
blk358,1,379047,379079,2,32,0.4988,NA
blk359,1,379756,379756,1,0,0.0541,NA
blk360,1,381027,381027,1,0,0.0639,NA
blk361,1,382453,382453,1,0,0.4099,NA
blk362,1,385213,385213,1,0,0.4395,NA
blk363,1,388216,388216,1,0,0.145,NA
blk364,1,389121,389121,1,0,0.3126,NA
blk365,1,390294,390294,1,0,0.337,NA
blk366,1,392481,392481,1,0,0.4746,NA
blk367,1,395440,395440,1,0,0.1357,NA
blk368,1,395605,395605,1,0,0.4588,NA
blk369,1,396759,396759,1,0,0.2613,NA
blk370,1,397881,397881,1,0,0.4771,NA
blk371,1,399170,399170,1,0,0.3692,NA
blk372,1,402388,402388,1,0,0.2908,NA
blk373,1,403220,403306,2,86,0.4726,NA
blk374,1,407581,407581,1,0,0.3404,NA
blk375,1,408953,408953,1,0,0.3041,NA
blk376,1,410504,410504,1,0,0.1057,NA
blk377,1,410796,410796,1,0,0.3664,NA
blk378,1,410955,410955,1,0,0.4435,NA
blk379,1,413739,413739,1,0,0.3191,NA
blk380,1,414505,414505,1,0,0.1545,NA
blk381,1,414994,414994,1,0,0.3008,NA
blk382,1,418240,418240,1,0,0.4796,NA
blk383,1,418862,418862,1,0,0.3172,NA
blk384,1,419455,419455,1,0,0.4014,NA
blk385,1,423643,423643,1,0,0.1828,NA
blk386,1,427911,427928,2,17,0.4062,NA
blk387,1,429592,429592,1,0,0.0986,NA
blk388,1,431993,431993,1,0,0.1543,NA
blk389,1,433033,433033,1,0,0.3282,NA
blk390,1,433657,433732,2,75,0.445,NA
blk391,1,435085,435085,1,0,0.2797,NA
blk392,1,436516,436516,1,0,0.1225,NA
blk393,1,437025,437025,1,0,0.1822,NA
blk394,1,437204,437204,1,0,0.2107,NA
blk395,1,438293,438367,2,74,0.1687,NA
blk396,1,438791,438860,2,69,0.1544,NA
blk397,1,439930,439930,1,0,0.1179,NA
blk398,1,440498,440551,2,53,0.1396,NA
blk399,1,441343,441343,1,0,0.1446,NA
blk400,1,443986,443986,1,0,0.2771,NA
blk401,1,445220,445220,1,0,0.2361,NA
blk402,1,445603,445603,1,0,0.1338,NA
blk403,1,446932,446932,1,0,0.3646,NA
blk404,1,447099,447099,1,0,0.4209,NA
blk405,1,447861,447861,1,0,0.3882,NA
blk406,1,448592,448592,1,0,0.3971,NA
blk407,1,449420,449420,1,0,0.0622,NA
blk408,1,449642,449642,1,0,0.3214,NA
blk409,1,453261,453261,1,0,0.489,NA
blk410,1,454596,454596,1,0,0.2418,NA
blk411,1,455197,455320,2,123,0.3566,NA
blk412,1,456574,456574,1,0,0.374,NA
blk413,1,457020,457020,1,0,0.3629,NA
blk414,1,458615,458615,1,0,0.406,NA
blk415,1,459900,459900,1,0,0.185,NA
blk416,1,461208,461208,1,0,0.4195,NA
blk417,1,462806,462806,1,0,0.1372,NA
blk418,1,463021,463021,1,0,0.1548,NA
blk419,1,463233,463233,1,0,0.2896,NA
blk420,1,463746,463746,1,0,0.4791,NA
blk421,1,466829,466829,1,0,0.3246,NA
blk422,1,467204,467204,1,0,0.2286,NA
blk423,1,467809,467809,1,0,0.0535,NA
blk424,1,467973,467973,1,0,0.3189,NA
blk425,1,468953,468953,1,0,0.2563,NA
blk426,1,471716,471716,1,0,0.4677,NA
blk427,1,472806,472806,1,0,0.407,NA
blk428,1,473190,473287,2,97,0.2561,NA
blk429,1,477320,477320,1,0,0.4766,NA
blk430,1,478283,478283,1,0,0.1375,NA
blk431,1,484202,484314,2,112,0.4806,NA
blk432,1,486143,486143,1,0,0.3429,NA
blk433,1,486744,486744,1,0,0.1814,NA
blk434,1,487196,487196,1,0,0.322,NA
blk435,1,491003,491003,1,0,0.0927,NA
blk436,1,491229,491229,1,0,0.2641,NA
blk437,1,493387,493387,1,0,0.1375,NA
blk438,1,493641,493641,1,0,0.2998,NA
blk439,1,494135,494135,1,0,0.2529,NA
blk440,1,495431,495431,1,0,0.1136,NA
blk441,1,498397,498397,1,0,0.3543,NA
blk442,1,499845,499845,1,0,0.1174,NA
blk443,2,1526,1593,2,67,0.3093,NA
blk444,2,2371,2457,2,86,0.1606,NA
blk445,2,2501,2501,1,0,0.2735,NA
blk446,2,5537,5537,1,0,0.2213,NA
blk447,2,5774,5774,1,0,0.3209,NA
blk448,2,6376,6494,2,118,0.2812,NA
blk449,2,6757,6757,1,0,0.2805,NA
blk450,2,8127,8127,1,0,0.3363,NA
blk451,2,8574,8574,1,0,0.3756,NA
blk452,2,8912,8912,1,0,0.4482,NA
blk453,2,9063,9063,1,0,0.1559,NA
blk454,2,11178,11178,1,0,0.4677,NA
blk455,2,11455,11455,1,0,0.3906,NA
blk456,2,11622,11622,1,0,0.3574,NA
blk457,2,13689,13689,1,0,0.3455,NA
blk458,2,14885,14885,1,0,0.2761,NA
blk459,2,15959,15968,2,9,0.3323,NA
blk460,2,16497,16497,1,0,0.4331,NA
blk461,2,16855,16855,1,0,0.3526,NA
blk462,2,17026,17056,2,30,0.1208,NA
blk463,2,18713,18713,1,0,0.1808,NA
blk464,2,19366,19366,1,0,0.4314,NA
blk465,2,20226,20226,1,0,0.4508,NA
blk466,2,20634,20634,1,0,0.169,NA
blk467,2,22180,22180,1,0,0.3476,NA
blk468,2,22546,22546,1,0,0.0616,NA
blk469,2,23694,23694,1,0,0.3332,NA
blk470,2,23911,23911,1,0,0.4125,NA
blk471,2,24541,24541,1,0,0.0562,NA
blk472,2,27634,27634,1,0,0.1559,NA
blk473,2,28521,28521,1,0,0.2581,NA
blk474,2,30282,30282,1,0,0.0554,NA
blk475,2,31022,31022,1,0,0.2225,NA
blk476,2,31828,31828,1,0,0.0567,NA
blk477,2,33889,33889,1,0,0.4353,NA
blk478,2,34091,34091,1,0,0.3481,NA
blk479,2,35525,35525,1,0,0.1447,NA
blk480,2,37393,37393,1,0,0.2717,NA
blk481,2,38557,38557,1,0,0.2625,NA
blk482,2,40237,40237,1,0,0.2782,NA
blk483,2,44341,44341,1,0,0.1962,NA
blk484,2,44694,44695,2,1,0.0549,NA
blk485,2,45150,45150,1,0,0.4083,NA
blk486,2,46030,46030,1,0,0.2858,NA
blk487,2,47830,47830,1,0,0.1257,NA
blk488,2,48177,48177,1,0,0.3325,NA
blk489,2,49806,49806,1,0,0.4091,NA
blk490,2,50595,50595,1,0,0.4554,NA
blk491,2,51571,51571,1,0,0.243,NA
blk492,2,54372,54372,1,0,0.2096,NA
blk493,2,54947,55048,2,101,0.4136,NA
blk494,2,55920,55920,1,0,0.2117,NA
blk495,2,56155,56155,1,0,0.4624,NA
blk496,2,56639,56639,1,0,0.1969,NA
blk497,2,57833,57833,1,0,0.0875,NA
blk498,2,59425,59425,1,0,0.2997,NA
blk499,2,60138,60138,1,0,0.1522,NA
blk500,2,60876,60876,1,0,0.2072,NA
blk501,2,62871,62939,2,68,0.405,NA
blk502,2,63207,63207,1,0,0.1176,NA
blk503,2,63402,63450,2,48,0.4405,NA
blk504,2,65419,65419,1,0,0.1743,NA
blk505,2,65875,65875,1,0,0.174,NA
blk506,2,66061,66061,1,0,0.3765,NA
blk507,2,69501,69501,1,0,0.416,NA
blk508,2,70065,70065,1,0,0.2775,NA
blk509,2,71585,71585,1,0,0.3717,NA
blk510,2,72229,72229,1,0,0.4151,NA
blk511,2,72449,72449,1,0,0.119,NA
blk512,2,72819,72819,1,0,0.2185,NA
blk513,2,73281,73281,1,0,0.4212,NA
blk514,2,74115,74115,1,0,0.277,NA
blk515,2,74407,74407,1,0,0.49,NA
blk516,2,74730,74730,1,0,0.4544,NA
blk517,2,76023,76023,1,0,0.21560000000000001,NA
blk518,2,77594,77705,2,111,0.3365,NA
blk519,2,78171,78171,1,0,0.4917,NA
blk520,2,78487,78487,1,0,0.3511,NA
blk521,2,78854,78973,2,119,0.2864,NA
blk522,2,81014,81014,1,0,0.283,NA
blk523,2,81538,81538,1,0,0.384,NA
blk524,2,82310,82310,1,0,0.4176,NA
blk525,2,82485,82485,1,0,0.2956,NA
blk526,2,85148,85148,1,0,0.1526,NA
blk527,2,85454,85454,1,0,0.2257,NA
blk528,2,86780,86780,1,0,0.2004,NA
blk529,2,89632,89632,1,0,0.308,NA
blk530,2,89980,89980,1,0,0.0799,NA
blk531,2,90334,90334,1,0,0.1929,NA
blk532,2,91945,91945,1,0,0.1161,NA
blk533,2,92901,92997,2,96,0.0766,NA
blk534,2,94151,94151,1,0,0.3306,NA
blk535,2,94391,94391,1,0,0.4995,NA
blk536,2,94861,94861,1,0,0.4733,NA
blk537,2,98982,98982,1,0,0.2806,NA
blk538,2,100283,100283,1,0,0.2676,NA
blk539,2,101709,101709,1,0,0.4635,NA
blk540,2,102358,102442,2,84,0.1778,NA
blk541,2,102565,102565,1,0,0.2905,NA
blk542,2,103811,103811,1,0,0.1399,NA
blk543,2,107237,107237,1,0,0.2373,NA
blk544,2,109284,109284,1,0,0.3326,NA
blk545,2,109967,109967,1,0,0.3564,NA
blk546,2,110173,110173,1,0,0.2429,NA
blk547,2,110623,110623,1,0,0.2253,NA
blk548,2,111207,111207,1,0,0.4718,NA
blk549,2,113561,113561,1,0,0.2152,NA
blk550,2,114231,114231,1,0,0.3058,NA
blk551,2,114706,114706,1,0,0.489,NA
blk552,2,116887,116887,1,0,0.245,NA
blk553,2,117384,117384,1,0,0.2227,NA
blk554,2,118402,118402,1,0,0.4253,NA
blk555,2,120599,120599,1,0,0.1762,NA
blk556,2,121520,121520,1,0,0.0719,NA
blk557,2,125320,125320,1,0,0.3582,NA
blk558,2,128890,128960,2,70,0.467,NA
blk559,2,130543,130543,1,0,0.488,NA
blk560,2,131948,131948,1,0,0.3086,NA
blk561,2,132383,132383,1,0,0.1546,NA
blk562,2,132703,132703,1,0,0.2744,NA
blk563,2,133413,133413,1,0,0.2914,NA
blk564,2,133698,133698,1,0,0.4417,NA
blk565,2,133836,133836,1,0,0.168,NA
blk566,2,134785,134785,1,0,0.3683,NA
blk567,2,135362,135362,1,0,0.1989,NA
blk568,2,135816,135816,1,0,0.2588,NA
blk569,2,136180,136180,1,0,0.4248,NA
blk570,2,136376,136376,1,0,0.4272,NA
blk571,2,136584,136604,2,20,0.258,NA
blk572,2,138540,138540,1,0,0.2852,NA
blk573,2,141763,141763,1,0,0.1147,NA
blk574,2,143153,143153,1,0,0.1897,NA
blk575,2,144422,144422,1,0,0.0792,NA
blk576,2,144791,144791,1,0,0.3602,NA
blk577,2,145547,145547,1,0,0.096,NA
blk578,2,148750,148750,1,0,0.1222,NA
blk579,2,152559,152590,2,31,0.4552,NA
blk580,2,153238,153240,2,2,0.4329,NA
blk581,2,153716,153745,2,29,0.2714,NA
blk582,2,154058,154058,1,0,0.0533,NA
