block_id,chr,start_pos,end_pos,n_snps,physical_span_bp,pic,NA_col
blk152,2,2261385,2261385,1,0,0.3537,NA
blk153,2,2375337,2375337,1,0,0.2215,NA
blk154,2,2569958,2569958,1,0,0.1525,NA
blk155,2,2694544,2694544,1,0,0.3144,NA
blk156,2,2719070,2719070,1,0,0.4046,NA
blk157,2,2734810,2734810,1,0,0.2971,NA
blk158,2,2748605,2748605,1,0,0.1298,NA
blk159,2,2872231,2872231,1,0,0.4812,NA
blk160,2,2888519,2888519,1,0,0.328,NA
blk161,2,2903413,2903413,1,0,0.1959,NA
blk162,2,2910439,2910439,1,0,0.4942,NA
blk163,2,2914969,2914969,1,0,0.1296,NA
blk164,2,2918602,2918602,1,0,0.2726,NA
blk165,2,2947183,2947183,1,0,0.4417,NA
blk166,2,2961557,2961557,1,0,0.0816,NA
blk167,2,2965887,2965887,1,0,0.4846,NA
blk168,2,3070032,3070032,1,0,0.0612,NA
blk169,2,3283441,3283441,1,0,0.2733,NA
blk170,2,3337178,3337178,1,0,0.3357,NA
blk171,2,3397820,3397820,1,0,0.3951,NA
blk172,2,3454354,3454354,1,0,0.1806,NA
blk173,2,3469197,3469197,1,0,0.4986,NA
blk174,2,3619015,3619015,1,0,0.2616,NA
blk175,2,3671042,3671042,1,0,0.4072,NA
blk176,2,3684987,3684987,1,0,0.3149,NA
blk177,2,3768062,3768062,1,0,0.4875,NA
blk178,2,3823192,3823192,1,0,0.2985,NA
blk179,2,3905102,3905102,1,0,0.1101,NA
blk180,2,3926676,3926676,1,0,0.4795,NA
blk181,2,4041083,4041083,1,0,0.2513,NA
blk182,2,4044397,4044397,1,0,0.2486,NA
blk183,2,4078969,4078969,1,0,0.1938,NA
blk184,2,4217232,4217232,1,0,0.4965,NA
blk185,2,4364785,4364785,1,0,0.4558,NA
blk186,2,4371618,4371618,1,0,0.4192,NA
blk187,2,4400576,4400576,1,0,0.4137,NA
blk188,2,4442562,4442562,1,0,0.42,NA
blk189,2,4472465,4472465,1,0,0.3093,NA
blk190,2,4534995,4534995,1,0,0.3067,NA
blk191,2,4542897,4542897,1,0,0.2771,NA
blk192,2,4662113,4662113,1,0,0.2178,NA
blk193,2,4739706,4739706,1,0,0.2406,NA
blk194,2,4801621,4801621,1,0,0.2974,NA
blk195,2,4815935,4815935,1,0,0.3643,NA
blk196,2,4816994,4816994,1,0,0.3136,NA
blk197,2,4836631,4836631,1,0,0.3366,NA
blk198,2,4847500,4847500,1,0,0.2962,NA
blk199,2,4860269,4860269,1,0,0.1739,NA
blk200,2,4954109,4954109,1,0,0.1511,NA
blk201,3,62900,62900,1,0,0.4465,NA
blk202,3,146785,146785,1,0,0.3184,NA
blk203,3,203651,203651,1,0,0.4911,NA
blk204,3,241854,241854,1,0,0.345,NA
blk205,3,323078,323078,1,0,0.4692,NA
blk206,3,440498,440498,1,0,0.0865,NA
blk207,3,455320,455320,1,0,0.3598,NA
blk208,3,462806,462806,1,0,0.335,NA
blk209,3,521466,521466,1,0,0.0532,NA
blk210,3,534310,534310,1,0,0.1522,NA
blk211,3,547907,547907,1,0,0.0953,NA
blk212,3,642887,642887,1,0,0.4323,NA
blk213,3,656948,656948,1,0,0.3024,NA
blk214,3,683426,683426,1,0,0.0799,NA
blk215,3,746634,746634,1,0,0.472,NA
blk216,3,861169,861169,1,0,0.1998,NA
blk217,3,893872,893872,1,0,0.4009,NA
blk218,3,1049811,1049811,1,0,0.0913,NA
blk219,3,1111961,1111961,1,0,0.1501,NA
blk220,3,1148121,1148121,1,0,0.3187,NA
blk221,3,1271427,1271427,1,0,0.3077,NA
blk222,3,1279861,1279861,1,0,0.4959,NA
blk223,3,1287617,1287617,1,0,0.1162,NA
blk224,3,1319974,1319974,1,0,0.3816,NA
blk225,3,1322962,1322962,1,0,0.2029,NA
blk226,3,1381848,1381848,1,0,0.2759,NA
blk227,3,1576447,1576447,1,0,0.3371,NA
blk228,3,1579493,1579493,1,0,0.2298,NA
blk229,3,1648152,1648152,1,0,0.0816,NA
blk230,3,1771193,1771193,1,0,0.3313,NA
blk231,3,1903962,1903962,1,0,0.085,NA
blk232,3,1906811,1906811,1,0,0.2795,NA
blk233,3,1939581,1939581,1,0,0.0846,NA
blk234,3,1963158,1963158,1,0,0.1943,NA
blk235,3,1992319,1992319,1,0,0.2533,NA
blk236,3,2044580,2044580,1,0,0.133,NA
blk237,3,2078032,2078032,1,0,0.3451,NA
blk238,3,2150738,2150738,1,0,0.3948,NA
blk239,3,2167987,2167987,1,0,0.4073,NA
blk240,3,2173391,2173391,1,0,0.3357,NA
blk241,3,2175618,2175618,1,0,0.2948,NA
blk242,3,2176213,2176213,1,0,0.0974,NA
blk243,3,2203389,2203389,1,0,0.2026,NA
blk244,3,2235626,2235626,1,0,0.3396,NA
blk245,3,2319259,2319259,1,0,0.2367,NA
blk246,3,2350752,2350752,1,0,0.2069,NA
blk247,3,2361052,2361052,1,0,0.2739,NA
blk248,3,2395509,2395509,1,0,0.0902,NA
blk249,3,2441324,2441324,1,0,0.4032,NA
blk250,3,2534356,2534356,1,0,0.3455,NA
blk251,3,2583295,2583295,1,0,0.4717,NA
blk252,3,2600370,2600370,1,0,0.4914,NA
blk253,3,2644296,2644296,1,0,0.1878,NA
blk254,3,2692088,2692088,1,0,0.3577,NA
blk255,3,2698483,2698483,1,0,0.4652,NA
blk256,3,2711684,2711684,1,0,0.4961,NA
blk257,3,2803011,2803011,1,0,0.2238,NA
blk258,3,2826761,2826761,1,0,0.3066,NA
blk259,3,2904123,2904123,1,0,0.3363,NA
blk260,3,2959676,2959676,1,0,0.3096,NA
blk261,3,3039680,3039680,1,0,0.3452,NA
blk262,3,3122159,3122159,1,0,0.2777,NA
blk263,3,3130873,3130873,1,0,0.3686,NA
blk264,3,3272598,3272598,1,0,0.3081,NA
blk265,3,3313289,3313289,1,0,0.3155,NA
blk266,3,3314958,3314958,1,0,0.1033,NA
blk267,3,3332529,3332529,1,0,0.2596,NA
blk268,3,3346406,3346406,1,0,0.4531,NA
blk269,3,3349079,3349079,1,0,0.0785,NA
blk270,3,3491281,3491281,1,0,0.1143,NA
blk271,3,3541333,3541333,1,0,0.4099,NA
blk272,3,3577721,3577721,1,0,0.1517,NA
blk273,3,3584095,3584095,1,0,0.0789,NA
blk274,3,3598989,3598989,1,0,0.3417,NA
blk275,3,3618451,3618451,1,0,0.1775,NA
blk276,3,3636731,3636731,1,0,0.3518,NA
blk277,3,3664457,3664457,1,0,0.1866,NA
blk278,3,3728060,3728060,1,0,0.1142,NA
blk279,3,3747724,3747724,1,0,0.0629,NA
blk280,3,3760860,3760860,1,0,0.2192,NA
blk281,3,3765901,3765901,1,0,0.4381,NA
blk282,3,3780596,3780596,1,0,0.4882,NA
blk283,3,3861085,3861085,1,0,0.4997,NA
blk284,3,3879595,3879595,1,0,0.0626,NA
blk285,3,4021754,4021754,1,0,0.3601,NA
blk286,3,4033580,4033580,1,0,0.1031,NA
blk287,3,4108876,4108876,1,0,0.47,NA
blk288,3,4131224,4131224,1,0,0.4663,NA
blk289,3,4172028,4172028,1,0,0.2387,NA
blk290,3,4235631,4235631,1,0,0.4788,NA
blk291,3,4248117,4248117,1,0,0.1424,NA
blk292,3,4363991,4363991,1,0,0.4368,NA
blk293,3,4453268,4453268,1,0,0.0973,NA
blk294,3,4509503,4509503,1,0,0.4895,NA
blk295,3,4570067,4570067,1,0,0.3435,NA
blk296,3,4702406,4702406,1,0,0.485,NA
blk297,3,4710298,4710298,1,0,0.3312,NA
blk298,3,4767929,4767929,1,0,0.0629,NA
blk299,3,4775847,4775847,1,0,0.4315,NA
blk300,3,4879476,4879476,1,0,0.0571,NA
blk301,4,111207,111207,1,0,0.0915,NA
blk302,4,134785,134785,1,0,0.2751,NA
blk303,4,236678,236678,1,0,0.4548,NA
blk304,4,279002,279002,1,0,0.3074,NA
blk305,4,357235,357235,1,0,0.326,NA
blk306,4,375480,375480,1,0,0.3821,NA
blk307,4,438658,438658,1,0,0.4376,NA
blk308,4,458902,458902,1,0,0.1146,NA
blk309,4,463123,463123,1,0,0.0867,NA
blk310,4,554570,554570,1,0,0.3585,NA
blk311,4,606773,606773,1,0,0.3508,NA
blk312,4,666051,666051,1,0,0.4482,NA
blk313,4,707394,707394,1,0,0.432,NA
blk314,4,744924,744924,1,0,0.1688,NA
blk315,4,797960,797960,1,0,0.0658,NA
blk316,4,861769,861769,1,0,0.071,NA
blk317,4,895012,895012,1,0,0.2281,NA
blk318,4,990257,990257,1,0,0.2808,NA
blk319,4,1020591,1020591,1,0,0.3741,NA
blk320,4,1071122,1071122,1,0,0.1305,NA
blk321,4,1080404,1080404,1,0,0.427,NA
blk322,4,1105215,1105215,1,0,0.4054,NA
blk323,4,1202321,1202321,1,0,0.4198,NA
blk324,4,1255235,1255235,1,0,0.1059,NA
blk325,4,1401237,1401237,1,0,0.3947,NA
blk326,4,1411138,1411138,1,0,0.1896,NA
blk327,4,1444639,1444639,1,0,0.3686,NA
blk328,4,1457745,1457745,1,0,0.3115,NA
blk329,4,1463521,1463521,1,0,0.1232,NA
blk330,4,1539254,1539254,1,0,0.0806,NA
blk331,4,1578638,1578638,1,0,0.4035,NA
blk332,4,1621041,1621041,1,0,0.1894,NA
blk333,4,1662496,1662496,1,0,0.1979,NA
blk334,4,1748911,1748911,1,0,0.2472,NA
blk335,4,1822447,1822447,1,0,0.4113,NA
blk336,4,1894850,1894850,1,0,0.4178,NA
blk337,4,1922946,1922946,1,0,0.4877,NA
blk338,4,1961664,1961664,1,0,0.3934,NA
blk339,4,2026561,2026561,1,0,0.1865,NA
blk340,4,2098745,2098745,1,0,0.2726,NA
blk341,4,2131243,2131243,1,0,0.1588,NA
blk342,4,2147747,2147747,1,0,0.1592,NA
blk343,4,2274318,2274318,1,0,0.1008,NA
blk344,4,2333732,2333732,1,0,0.1123,NA
blk345,4,2362448,2362448,1,0,0.2847,NA
blk346,4,2383137,2383137,1,0,0.4449,NA
blk347,4,2391037,2391037,1,0,0.3195,NA
blk348,4,2404024,2404024,1,0,0.1144,NA
blk349,4,2463260,2463260,1,0,0.0713,NA
blk350,4,2494092,2494092,1,0,0.3393,NA
blk351,4,2495139,2495139,1,0,0.2268,NA
blk352,4,2545692,2545692,1,0,0.2311,NA
blk353,4,2606364,2606364,1,0,0.1274,NA
blk354,4,2614044,2614044,1,0,0.3273,NA
blk355,4,2671246,2671246,1,0,0.0871,NA
blk356,4,2732063,2732063,1,0,0.0648,NA
blk357,4,2787657,2787657,1,0,0.0776,NA
blk358,4,2805025,2805025,1,0,0.1068,NA
blk359,4,2810801,2810801,1,0,0.2282,NA
blk360,4,2819421,2819421,1,0,0.4722,NA
blk361,4,2864627,2864627,1,0,0.2211,NA
blk362,4,2919546,2919546,1,0,0.1372,NA
blk363,4,2925946,2925946,1,0,0.4292,NA
blk364,4,3063163,3063163,1,0,0.3521,NA
blk365,4,3154791,3154791,1,0,0.4858,NA
blk366,4,3248086,3248086,1,0,0.4914,NA
blk367,4,3282332,3282332,1,0,0.3294,NA
blk368,4,3346954,3346954,1,0,0.3615,NA
blk369,4,3487332,3487332,1,0,0.1962,NA
blk370,4,3545101,3545101,1,0,0.4449,NA
blk371,4,3595184,3595184,1,0,0.1123,NA
blk372,4,3653435,3653435,1,0,0.4473,NA
blk373,4,3653969,3653969,1,0,0.384,NA
blk374,4,3666002,3666002,1,0,0.3123,NA
blk375,4,3687042,3687042,1,0,0.2657,NA
blk376,4,3846226,3846226,1,0,0.142,NA
blk377,4,3967908,3967908,1,0,0.0976,NA
blk378,4,3971248,3971248,1,0,0.2971,NA
blk379,4,4057855,4057855,1,0,0.2745,NA
blk380,4,4174372,4174372,1,0,0.2601,NA
blk381,4,4202431,4202431,1,0,0.4456,NA
blk382,4,4214938,4214938,1,0,0.0673,NA
blk383,4,4257175,4257175,1,0,0.2237,NA
blk384,4,4263805,4263805,1,0,0.4401,NA
blk385,4,4339851,4339851,1,0,0.0832,NA
blk386,4,4379109,4379109,1,0,0.1203,NA
blk387,4,4391561,4391561,1,0,0.3138,NA
blk388,4,4518670,4518670,1,0,0.4483,NA
blk389,4,4530075,4530075,1,0,0.0845,NA
blk390,4,4556471,4556471,1,0,0.4938,NA
blk391,4,4626696,4626696,1,0,0.3796,NA
blk392,4,4648897,4648897,1,0,0.1535,NA
blk393,4,4683194,4683194,1,0,0.3215,NA
blk394,4,4708990,4708990,1,0,0.3127,NA
blk395,4,4712429,4712429,1,0,0.2559,NA
blk396,4,4773640,4773640,1,0,0.2022,NA
blk397,4,4808572,4808572,1,0,0.451,NA
blk398,4,4818875,4818875,1,0,0.1987,NA
blk399,4,4847482,4847482,1,0,0.4626,NA
blk400,4,4871151,4871151,1,0,0.1934,NA
blk401,5,1526,1526,1,0,0.4962,NA
blk402,5,22180,22180,1,0,0.1132,NA
blk403,5,66061,66061,1,0,0.3193,NA
blk404,5,159555,159555,1,0,0.1406,NA
blk405,5,187224,187224,1,0,0.2636,NA
blk406,5,307284,307284,1,0,0.3083,NA
blk407,5,319807,319807,1,0,0.211,NA
blk408,5,364666,364666,1,0,0.1589,NA
blk409,5,378298,378298,1,0,0.186,NA
blk410,5,440567,440567,1,0,0.3081,NA
blk411,5,469202,469202,1,0,0.2544,NA
blk412,5,505546,505546,1,0,0.2171,NA
blk413,5,523761,523761,1,0,0.1928,NA
blk414,5,578660,578660,1,0,0.2484,NA
blk415,5,720884,720884,1,0,0.0793,NA
blk416,5,731257,731257,1,0,0.4658,NA
blk417,5,765945,765945,1,0,0.4323,NA
blk418,5,786835,786835,1,0,0.2753,NA
blk419,5,882261,882261,1,0,0.2034,NA
blk420,5,913311,913311,1,0,0.1111,NA
blk421,5,1009695,1009695,1,0,0.1188,NA
blk422,5,1054113,1054113,1,0,0.1346,NA
blk423,5,1063461,1063461,1,0,0.073,NA
blk424,5,1192998,1192998,1,0,0.4131,NA
blk425,5,1201814,1201814,1,0,0.358,NA
blk426,5,1202292,1202292,1,0,0.2963,NA
blk427,5,1217548,1217548,1,0,0.1054,NA
blk428,5,1264553,1264553,1,0,0.3904,NA
blk429,5,1360596,1360596,1,0,0.0745,NA
blk430,5,1362824,1362824,1,0,0.3021,NA
blk431,5,1364075,1364075,1,0,0.2722,NA
blk432,5,1389620,1389620,1,0,0.3976,NA
blk433,5,1479252,1479252,1,0,0.0888,NA
blk434,5,1505318,1505318,1,0,0.3783,NA
blk435,5,1581438,1581438,1,0,0.1886,NA
blk436,5,1617558,1617558,1,0,0.3381,NA
blk437,5,1665861,1665861,1,0,0.1681,NA
blk438,5,1674573,1674573,1,0,0.4449,NA
blk439,5,1726104,1726104,1,0,0.0883,NA
blk440,5,1729158,1729158,1,0,0.1327,NA
blk441,5,1742726,1742726,1,0,0.4661,NA
blk442,5,1800370,1800370,1,0,0.4542,NA
blk443,5,1823956,1823956,1,0,0.1732,NA
blk444,5,1832473,1832473,1,0,0.3373,NA
blk445,5,2090571,2090571,1,0,0.3922,NA
blk446,5,2099523,2099523,1,0,0.3704,NA
blk447,5,2099653,2099653,1,0,0.4889,NA
blk448,5,2132677,2132677,1,0,0.0751,NA
blk449,5,2235692,2235692,1,0,0.3442,NA
blk450,5,2254911,2254911,1,0,0.0586,NA
blk451,5,2314748,2314748,1,0,0.456,NA
blk452,5,2326633,2326633,1,0,0.2047,NA
blk453,5,2354677,2354677,1,0,0.3495,NA
blk454,5,2560476,2560476,1,0,0.2649,NA
blk455,5,2587075,2587075,1,0,0.2172,NA
blk456,5,2665781,2665781,1,0,0.4561,NA
blk457,5,2695847,2695847,1,0,0.4352,NA
blk458,5,2697463,2697463,1,0,0.442,NA
blk459,5,2725251,2725251,1,0,0.4228,NA
blk460,5,2751983,2751983,1,0,0.4577,NA
blk461,5,2756802,2756802,1,0,0.2037,NA
blk462,5,2866811,2866811,1,0,0.0999,NA
blk463,5,2962004,2962004,1,0,0.1507,NA
blk464,5,2990487,2990487,1,0,0.4912,NA
blk465,5,2990934,2990934,1,0,0.1893,NA
blk466,5,3012416,3012416,1,0,0.2903,NA
blk467,5,3027442,3027442,1,0,0.4872,NA
blk468,5,3042170,3042170,1,0,0.4049,NA
blk469,5,3111990,3111990,1,0,0.4631,NA
blk470,5,3148185,3148185,1,0,0.1776,NA
blk471,5,3226742,3226742,1,0,0.3995,NA
blk472,5,3343436,3343436,1,0,0.4103,NA
blk473,5,3370086,3370086,1,0,0.1558,NA
blk474,5,3517467,3517467,1,0,0.2223,NA
blk475,5,3552714,3552714,1,0,0.0815,NA
blk476,5,3693927,3693927,1,0,0.1902,NA
blk477,5,3732955,3732955,1,0,0.1604,NA
blk478,5,3742835,3742835,1,0,0.4026,NA
blk479,5,3791536,3791536,1,0,0.1413,NA
blk480,5,3864786,3864786,1,0,0.3741,NA
blk481,5,4107665,4107665,1,0,0.2081,NA
blk482,5,4146245,4146245,1,0,0.2898,NA
blk483,5,4170868,4170868,1,0,0.1986,NA
blk484,5,4279452,4279452,1,0,0.2946,NA
blk485,5,4326687,4326687,1,0,0.3279,NA
blk486,5,4365225,4365225,1,0,0.4737,NA
blk487,5,4506815,4506815,1,0,0.3775,NA
blk488,5,4510368,4510368,1,0,0.0982,NA
blk489,5,4570031,4570031,1,0,0.1985,NA
blk490,5,4645583,4645583,1,0,0.2758,NA
blk491,5,4706061,4706061,1,0,0.3145,NA
blk492,5,4712464,4712464,1,0,0.0747,NA
blk493,5,4719359,4719359,1,0,0.3175,NA
blk494,5,4796297,4796297,1,0,0.3828,NA
blk495,5,4796763,4796763,1,0,0.4988,NA
blk496,5,4828765,4828765,1,0,0.1298,NA
blk497,5,4835976,4835976,1,0,0.2859,NA
blk498,5,4847552,4847552,1,0,0.1397,NA
blk499,5,4898780,4898780,1,0,0.2441,NA
blk500,5,4927862,4927862,1,0,0.2048,NA
