block_id,chr,start_pos,end_pos,n_snps,physical_span_bp,pic,NA_col
blk98,2,4712313,4797446,7,85133,0.3229,NA
blk99,2,4812711,4900470,14,87759,0.0933,NA
blk100,2,4916744,4993219,10,76475,0.3841,NA
blk101,3,1025,84555,11,83530,0.0908,NA
blk102,3,117895,178839,10,60944,0.4129,NA
blk103,3,204442,300159,13,95717,0.3688,NA
blk104,3,333859,396556,7,62697,0.1058,NA
blk105,3,415502,495111,14,79609,0.0593,NA
blk106,3,501985,590765,8,88780,0.0928,NA
blk107,3,616798,665510,6,48712,0.2886,NA
blk108,3,705537,787717,13,82180,0.1443,NA
blk109,3,823618,888818,11,65200,0.1559,NA
blk110,3,905175,999630,7,94455,0.2444,NA
blk111,3,1010824,1095452,7,84628,0.1781,NA
blk112,3,1125204,1189315,6,64111,0.2472,NA
blk113,3,1218784,1292051,13,73267,0.2854,NA
blk114,3,1317393,1388524,8,71131,0.2581,NA
blk115,3,1419445,1495740,10,76295,0.3846,NA
blk116,3,1501545,1582505,5,80960,0.1139,NA
blk117,3,1601059,1700923,13,99864,0.1365,NA
blk118,3,1702968,1782174,9,79206,0.2726,NA
blk119,3,1806555,1899603,13,93048,0.073,NA
blk120,3,1933335,1977900,4,44565,0.2285,NA
blk121,3,2014419,2079840,4,65421,0.1182,NA
blk122,3,2101236,2198711,7,97475,0.4241,NA
blk123,3,2205506,2298680,11,93174,0.2603,NA
blk124,3,2304046,2398378,12,94332,0.4896,NA
blk125,3,2404458,2493731,11,89273,0.0864,NA
blk126,3,2502290,2595437,13,93147,0.3546,NA
blk127,3,2602848,2697589,8,94741,0.4914,NA
blk128,3,2705366,2799641,12,94275,0.2448,NA
blk129,3,2801580,2881894,8,80314,0.3085,NA
blk130,3,2906609,2982787,11,76178,0.3981,NA
blk131,3,3001756,3095832,12,94076,0.3607,NA
blk132,3,3122204,3169745,5,47541,0.2452,NA
blk133,3,3203988,3274867,7,70879,0.2506,NA
blk134,3,3302796,3365431,7,62635,0.4426,NA
blk135,3,3404559,3495781,12,91222,0.2471,NA
blk136,3,3502759,3594800,8,92041,0.319,NA
blk137,3,3609544,3689867,10,80323,0.2916,NA
blk138,3,3702100,3796581,22,94481,0.388,NA
blk139,3,3807038,3872959,14,65921,0.2918,NA
blk140,3,3906327,3983294,9,76967,0.4442,NA
blk141,3,4003858,4090600,15,86742,0.274,NA
blk142,3,4108881,4172118,8,63237,0.1343,NA
blk143,3,4208770,4289420,10,80650,0.2949,NA
blk144,3,4321085,4388302,8,67217,0.3623,NA
blk145,3,4401774,4492783,19,91009,0.2417,NA
blk146,3,4523256,4598490,8,75234,0.2886,NA
blk147,3,4624189,4698700,9,74511,0.4062,NA
blk148,3,4706189,4797669,15,91480,0.1658,NA
blk149,3,4811907,4889982,8,78075,0.471,NA
blk150,3,4902113,4999191,9,97078,0.4362,NA
blk151,4,38449,133032,18,94583,0.1454,NA
blk152,4,138600,237540,9,98940,0.4936,NA
blk153,4,239785,333827,11,94042,0.2096,NA
blk154,4,352061,429772,14,77711,0.0572,NA
blk155,4,457367,536859,10,79492,0.1905,NA
blk156,4,544434,629616,11,85182,0.3292,NA
blk157,4,643827,713173,11,69346,0.2245,NA
blk158,4,740790,837940,9,97150,0.1614,NA
blk159,4,843788,930540,12,86752,0.2868,NA
blk160,4,941445,1029989,9,88544,0.1465,NA
blk161,4,1043457,1128771,7,85314,0.2742,NA
blk162,4,1142628,1216787,12,74159,0.2163,NA
blk163,4,1245279,1327593,8,82314,0.1467,NA
blk164,4,1359134,1434505,9,75371,0.1076,NA
blk165,4,1445249,1535775,13,90526,0.1606,NA
blk166,4,1545061,1635993,14,90932,0.1153,NA
blk167,4,1657317,1738185,15,80868,0.2873,NA
blk168,4,1739087,1838198,9,99111,0.4036,NA
blk169,4,1840336,1929862,7,89526,0.3144,NA
blk170,4,1940455,2024775,9,84320,0.4318,NA
blk171,4,2087510,2137233,12,49723,0.3111,NA
blk172,4,2140203,2234796,9,94593,0.1235,NA
blk173,4,2243233,2322126,6,78893,0.3,NA
blk174,4,2347262,2431789,15,84527,0.2728,NA
blk175,4,2444775,2535364,12,90589,0.4291,NA
blk176,4,2551853,2587791,10,35938,0.4596,NA
blk177,4,2693801,2732921,5,39120,0.3292,NA
blk178,4,2744144,2830162,7,86018,0.3932,NA
blk179,4,2841267,2910504,4,69237,0.1265,NA
blk180,4,2939970,3034045,12,94075,0.2164,NA
blk181,4,3040506,3138022,9,97516,0.387,NA
blk182,4,3144590,3192305,9,47715,0.3367,NA
blk183,4,3252888,3337696,7,84808,0.3366,NA
blk184,4,3338746,3420102,15,81356,0.1553,NA
blk185,4,3450436,3525868,13,75432,0.2202,NA
blk186,4,3585087,3635222,9,50135,0.2546,NA
blk187,4,3647839,3738040,6,90201,0.0981,NA
blk188,4,3744264,3805807,12,61543,0.427,NA
blk189,4,3840504,3936699,9,96195,0.4398,NA
blk190,4,3938946,4026643,13,87697,0.3043,NA
blk191,4,4045501,4123449,6,77948,0.1272,NA
blk192,4,4141823,4217064,10,75241,0.4194,NA
blk193,4,4243947,4290744,6,46797,0.4836,NA
blk194,4,4350758,4417700,10,66942,0.1204,NA
blk195,4,4456360,4529659,8,73299,0.1941,NA
blk196,4,4556870,4635063,9,78193,0.1991,NA
blk197,4,4647232,4715151,6,67919,0.2537,NA
blk198,4,4762720,4837234,12,74514,0.1597,NA
blk199,4,4844663,4937085,18,92422,0.2505,NA
blk200,4,4966322,4991675,4,25353,0.1409,NA
blk201,5,11232,89918,10,78686,0.1763,NA
blk202,5,134334,210726,9,76392,0.2775,NA
blk203,5,213364,306873,17,93509,0.2842,NA
blk204,5,312763,409618,11,96855,0.0565,NA
blk205,5,422744,503434,11,80690,0.2095,NA
blk206,5,511512,610120,11,98608,0.4234,NA
blk207,5,613637,710989,13,97352,0.2961,NA
blk208,5,712247,785395,6,73148,0.2921,NA
blk209,5,824183,897375,9,73192,0.3932,NA
blk210,5,912050,993010,17,80960,0.1438,NA
blk211,5,1029242,1104371,9,75129,0.406,NA
blk212,5,1121455,1208251,13,86796,0.226,NA
blk213,5,1211414,1305822,13,94408,0.2177,NA
blk214,5,1321514,1401079,9,79565,0.4708,NA
blk215,5,1414289,1503421,8,89132,0.4518,NA
blk216,5,1524151,1609669,8,85518,0.1696,NA
blk217,5,1613852,1710675,11,96823,0.4442,NA
blk218,5,1713100,1779938,12,66838,0.2106,NA
blk219,5,1822601,1906291,9,83690,0.101,NA
blk220,5,1913039,2010777,12,97738,0.2281,NA
blk221,5,2016999,2091883,11,74884,0.0711,NA
blk222,5,2112736,2206333,10,93597,0.3155,NA
blk223,5,2215359,2299447,9,84088,0.4246,NA
blk224,5,2324024,2404551,4,80527,0.2351,NA
blk225,5,2411744,2501854,8,90110,0.2266,NA
blk226,5,2516881,2606155,10,89274,0.3836,NA
blk227,5,2619675,2697721,11,78046,0.2566,NA
blk228,5,2714327,2811050,10,96723,0.1398,NA
blk229,5,2818626,2910505,14,91879,0.3618,NA
blk230,5,2912955,3002526,9,89571,0.0881,NA
blk231,5,3011988,3095876,8,83888,0.2192,NA
blk232,5,3121739,3197075,7,75336,0.0618,NA
blk233,5,3213537,3285102,9,71565,0.0763,NA
blk234,5,3325513,3406936,8,81423,0.3675,NA
blk235,5,3431436,3507262,10,75826,0.107,NA
blk236,5,3530445,3606856,8,76411,0.4922,NA
blk237,5,3611551,3697570,12,86019,0.4538,NA
blk238,5,3712735,3804237,10,91502,0.1108,NA
blk239,5,3843766,3903332,7,59566,0.4628,NA
blk240,5,3941637,4005635,8,63998,0.4546,NA
blk241,5,4017440,4094843,8,77403,0.1416,NA
blk242,5,4127044,4202430,7,75386,0.4357,NA
blk243,5,4214006,4304639,13,90633,0.278,NA
blk244,5,4326749,4407535,14,80786,0.2418,NA
blk245,5,4412341,4504442,6,92101,0.0793,NA
blk246,5,4514096,4609006,11,94910,0.4019,NA
blk247,5,4613409,4705892,10,92483,0.1434,NA
blk248,5,4739215,4780813,5,41598,0.1401,NA
blk249,5,4811594,4896219,10,84625,0.1624,NA
blk250,5,4917761,4983484,15,65723,0.3129,NA
blk251,6,10842,105553,10,94711,0.2779,NA
blk252,6,113148,209861,14,96713,0.1773,NA
blk253,6,211250,303734,14,92484,0.0729,NA
blk254,6,312673,401837,9,89164,0.4173,NA
blk255,6,444223,496250,7,52027,0.0924,NA
blk256,6,516643,598666,11,82023,0.2364,NA
blk257,6,620103,703067,8,82964,0.2716,NA
blk258,6,719345,809959,7,90614,0.264,NA
blk259,6,811925,897671,8,85746,0.1083,NA
blk260,6,936933,975092,4,38159,0.1609,NA
blk261,6,1012998,1091599,9,78601,0.3723,NA
blk262,6,1130855,1206513,9,75658,0.0752,NA
blk263,6,1212017,1300948,11,88931,0.0774,NA
blk264,6,1316458,1406516,12,90058,0.1092,NA
blk265,6,1427535,1477479,5,49944,0.3945,NA
blk266,6,1513104,1587619,17,74515,0.0654,NA
blk267,6,1623767,1700388,11,76621,0.1055,NA
blk268,6,1767075,1793235,3,26160,0.4657,NA
blk269,6,1818284,1891251,12,72967,0.1306,NA
blk270,6,1913340,1998717,13,85377,0.1557,NA
blk271,6,2018401,2095535,13,77134,0.2707,NA
blk272,6,2110899,2208822,14,97923,0.3197,NA
blk273,6,2229255,2301133,5,71878,0.1548,NA
blk274,6,2311477,2402594,15,91117,0.1575,NA
blk275,6,2435230,2510727,7,75497,0.1971,NA
blk276,6,2523868,2607498,8,83630,0.1148,NA
blk277,6,2647905,2700345,8,52440,0.3963,NA
blk278,6,2718513,2810724,11,92211,0.2576,NA
blk279,6,2829654,2906186,10,76532,0.2288,NA
blk280,6,2942406,2987392,3,44986,0.2076,NA
blk281,6,3033577,3110297,8,76720,0.2572,NA
blk282,6,3113004,3209156,13,96152,0.4169,NA
blk283,6,3218071,3301092,12,83021,0.2578,NA
blk284,6,3311445,3402316,12,90871,0.0887,NA
blk285,6,3429316,3505234,15,75918,0.0628,NA
blk286,6,3513821,3609943,15,96122,0.4008,NA
blk287,6,3621989,3708230,15,86241,0.1123,NA
blk288,6,3712978,3792816,10,79838,0.4583,NA
blk289,6,3840447,3905226,10,64779,0.2873,NA
blk290,6,3916999,4005646,17,88647,0.3306,NA
blk291,6,4039755,4082236,6,42481,0.1523,NA
blk292,6,4143132,4207512,8,64380,0.3352,NA
blk293,6,4237521,4301189,9,63668,0.1888,NA
blk294,6,4324202,4408960,9,84758,0.4681,NA
blk295,6,4411750,4499809,9,88059,0.4992,NA
blk296,6,4513763,4600608,9,86845,0.058,NA
blk297,6,4636610,4700823,9,64213,0.437,NA
blk298,6,4714299,4800206,11,85907,0.3476,NA
blk299,6,4840189,4898869,7,58680,0.0841,NA
blk300,6,4919786,4993492,8,73706,0.1119,NA
blk301,7,8995,95601,11,86606,0.2862,NA
blk302,7,111860,198923,9,87063,0.3131,NA
blk303,7,227941,302555,13,74614,0.1766,NA
blk304,7,312010,405412,10,93402,0.4711,NA
blk305,7,444695,507449,8,62754,0.484,NA
blk306,7,530988,605346,14,74358,0.4268,NA
blk307,7,610087,708851,11,98764,0.3585,NA
blk308,7,721414,789114,9,67700,0.1862,NA
blk309,7,809436,895952,13,86516,0.2895,NA
blk310,7,932103,1008153,10,76050,0.1364,NA
blk311,7,1015080,1108932,13,93852,0.1813,NA
blk312,7,1131878,1204010,10,72132,0.0543,NA
blk313,7,1223389,1301907,6,78518,0.1207,NA
blk314,7,1318281,1380366,8,62085,0.4616,NA
blk315,7,1414714,1493475,14,78761,0.0937,NA
blk316,7,1514181,1598023,12,83842,0.1208,NA
blk317,7,1627415,1707989,16,80574,0.1737,NA
blk318,7,1726018,1802070,13,76052,0.1847,NA
blk319,7,1819624,1904379,8,84755,0.3676,NA
blk320,7,1911485,1997139,13,85654,0.3359,NA
blk321,7,2012437,2099397,12,86960,0.4422,NA
blk322,7,2138529,2203512,9,64983,0.3573,NA
blk323,7,2220486,2261954,10,41468,0.461,NA
blk324,7,2312660,2387515,7,74855,0.1417,NA
blk325,7,2430529,2492404,9,61875,0.4464,NA
blk326,7,2518841,2605991,10,87150,0.4275,NA
blk327,7,2609201,2698860,8,89659,0.1189,NA
blk328,7,2710094,2793494,10,83400,0.4123,NA
blk329,7,2811403,2905848,11,94445,0.2122,NA
blk330,7,2915688,3006030,14,90342,0.3038,NA
blk331,7,3020176,3105597,9,85421,0.3874,NA
blk332,7,3117626,3203043,14,85417,0.4406,NA
blk333,7,3212013,3295796,7,83783,0.1941,NA
blk334,7,3312800,3402014,8,89214,0.4043,NA
blk335,7,3414257,3497518,8,83261,0.1984,NA
blk336,7,3522126,3604487,8,82361,0.3931,NA
blk337,7,3618967,3703414,10,84447,0.4525,NA
blk338,7,3740003,3785002,7,44999,0.4041,NA
blk339,7,3828024,3903404,12,75380,0.0912,NA
blk340,7,3926243,4001981,12,75738,0.4982,NA
blk341,7,4009020,4107517,7,98497,0.4994,NA
blk342,7,4120628,4191261,6,70633,0.4735,NA
blk343,7,4209191,4307957,13,98766,0.4038,NA
blk344,7,4343233,4387084,5,43851,0.245,NA
blk345,7,4431248,4471794,4,40546,0.2862,NA
blk346,7,4512029,4607855,7,95826,0.4236,NA
blk347,7,4611554,4690141,6,78587,0.1347,NA
blk348,7,4720519,4797368,13,76849,0.4623,NA
blk349,7,4814361,4904878,15,90517,0.0694,NA
blk350,7,4929002,4985167,8,56165,0.1402,NA
blk351,8,42138,138895,9,96757,0.2729,NA
blk352,8,160270,229301,5,69031,0.366,NA
blk353,8,243447,338288,14,94841,0.1084,NA
blk354,8,353644,428408,10,74764,0.177,NA
blk355,8,447948,513621,10,65673,0.0922,NA
blk356,8,545521,640204,14,94683,0.2388,NA
blk357,8,645073,740074,13,95001,0.3698,NA
blk358,8,774244,830850,9,56606,0.4641,NA
blk359,8,843267,930115,12,86848,0.1922,NA
blk360,8,944428,1039754,12,95326,0.2942,NA
blk361,8,1049411,1140421,13,91010,0.3896,NA
blk362,8,1143315,1238183,15,94868,0.1508,NA
blk363,8,1269715,1322510,4,52795,0.0555,NA
blk364,8,1342766,1433606,11,90840,0.2055,NA
blk365,8,1445488,1541918,10,96430,0.0708,NA
blk366,8,1550492,1632802,9,82310,0.4832,NA
blk367,8,1660967,1723410,9,62443,0.4519,NA
blk368,8,1744888,1828522,6,83634,0.1652,NA
blk369,8,1843902,1911016,10,67114,0.3055,NA
blk370,8,1946149,2036760,7,90611,0.1436,NA
blk371,8,2058917,2110630,7,51713,0.2885,NA
blk372,8,2149613,2241968,13,92355,0.4445,NA
blk373,8,2245069,2328685,7,83616,0.3511,NA
blk374,8,2342608,2430356,12,87748,0.3787,NA
blk375,8,2455907,2533071,11,77164,0.1771,NA
blk376,8,2544017,2641018,10,97001,0.2277,NA
blk377,8,2666690,2738674,10,71984,0.2438,NA
blk378,8,2744787,2837003,10,92216,0.2787,NA
blk379,8,2848583,2941188,16,92605,0.1701,NA
blk380,8,2952908,3013801,8,60893,0.3548,NA
blk381,8,3050864,3134219,8,83355,0.3058,NA
blk382,8,3144726,3227726,9,83000,0.0806,NA
blk383,8,3243322,3328233,7,84911,0.0594,NA
blk384,8,3347691,3439481,14,91790,0.171,NA
blk385,8,3458729,3535234,11,76505,0.3189,NA
blk386,8,3546727,3634475,10,87748,0.1489,NA
blk387,8,3661013,3731456,6,70443,0.0965,NA
blk388,8,3752613,3840816,13,88203,0.2213,NA
blk389,8,3865479,3938846,10,73367,0.4224,NA
blk390,8,3947900,4040402,14,92502,0.1132,NA
blk391,8,4045018,4141642,12,96624,0.1519,NA
blk392,8,4145569,4234147,8,88578,0.3863,NA
blk393,8,4252194,4335427,12,83233,0.4713,NA
blk394,8,4364728,4436762,6,72034,0.3232,NA
blk395,8,4463737,4536801,11,73064,0.2951,NA
blk396,8,4547846,4635487,13,87641,0.4133,NA
blk397,8,4646140,4728150,7,82010,0.3607,NA
blk398,8,4748504,4816430,12,67926,0.4922,NA
blk399,8,4844307,4913777,7,69470,0.3364,NA
blk400,8,4955758,4995683,4,39925,0.4526,NA
blk401,9,11607,94483,14,82876,0.4768,NA
blk402,9,118145,195825,9,77680,0.0815,NA
blk403,9,218595,304595,16,86000,0.1796,NA
blk404,9,315677,408753,5,93076,0.3835,NA
blk405,9,419505,481577,7,62072,0.4864,NA
blk406,9,524163,591970,9,67807,0.0989,NA
blk407,9,617459,667853,10,50394,0.4901,NA
blk408,9,713279,804623,8,91344,0.4294,NA
blk409,9,830886,906380,11,75494,0.2769,NA
blk410,9,935204,1003009,17,67805,0.4397,NA
blk411,9,1018097,1087545,10,69448,0.2466,NA
blk412,9,1123047,1196746,7,73699,0.3045,NA
blk413,9,1212190,1310895,10,98705,0.4302,NA
blk414,9,1312833,1409903,12,97070,0.1769,NA
blk415,9,1415595,1506689,13,91094,0.0527,NA
blk416,9,1529453,1600027,10,70574,0.261,NA
blk417,9,1650553,1707375,5,56822,0.088,NA
blk418,9,1740531,1790970,10,50439,0.0947,NA
blk419,9,1828715,1905801,9,77086,0.0891,NA
blk420,9,1911623,1959623,4,48000,0.4676,NA
blk421,9,2017670,2111550,5,93880,0.3608,NA
blk422,9,2118479,2195407,12,76928,0.4549,NA
blk423,9,2212460,2309304,19,96844,0.1495,NA
blk424,9,2312247,2409617,15,97370,0.1123,NA
blk425,9,2420932,2503583,13,82651,0.1505,NA
blk426,9,2522131,2601481,12,79350,0.1564,NA
blk427,9,2612375,2696677,7,84302,0.4788,NA
blk428,9,2715249,2801474,6,86225,0.1448,NA
blk429,9,2817025,2904453,10,87428,0.2098,NA
blk430,9,2934886,3008370,9,73484,0.1739,NA
blk431,9,3019582,3106780,11,87198,0.0677,NA
blk432,9,3120394,3198842,14,78448,0.3793,NA
blk433,9,3216169,3304906,5,88737,0.2167,NA
blk434,9,3314326,3405678,12,91352,0.0712,NA
blk435,9,3412784,3506894,8,94110,0.4267,NA
blk436,9,3523806,3605090,15,81284,0.2385,NA
blk437,9,3617977,3707858,12,89881,0.4631,NA
blk438,9,3717155,3807337,9,90182,0.4183,NA
blk439,9,3813757,3874145,11,60388,0.062,NA
blk440,9,3938348,3984129,6,45781,0.3239,NA
blk441,9,4029700,4106000,9,76300,0.0936,NA
blk442,9,4111695,4206123,12,94428,0.4721,NA
blk443,9,4226303,4289952,7,63649,0.0879,NA
blk444,9,4321812,4403583,7,81771,0.2772,NA
blk445,9,4413091,4509467,8,96376,0.0534,NA
blk446,9,4517662,4606290,14,88628,0.0665,NA
blk447,9,4653890,4709173,6,55283,0.1115,NA
blk448,9,4713032,4810479,9,97447,0.2612,NA
blk449,9,4814307,4902110,10,87803,0.2679,NA
blk450,9,4916100,4993175,11,77075,0.1761,NA
blk451,10,7511,93700,7,86189,0.2299,NA
blk452,10,108656,201421,7,92765,0.3936,NA
blk453,10,228365,304443,11,76078,0.2067,NA
blk454,10,309795,402244,11,92449,0.0951,NA
blk455,10,422964,496131,10,73167,0.0688,NA
blk456,10,515311,606132,12,90821,0.3526,NA
blk457,10,614499,701674,14,87175,0.0559,NA
blk458,10,710507,806105,9,95598,0.073,NA
blk459,10,809514,904868,13,95354,0.1559,NA
blk460,10,908967,997107,10,88140,0.2462,NA
blk461,10,1013523,1074461,9,60938,0.1197,NA
blk462,10,1117330,1205204,10,87874,0.22,NA
blk463,10,1224803,1286699,8,61896,0.0971,NA
blk464,10,1308920,1377993,7,69073,0.2423,NA
blk465,10,1442437,1496008,5,53571,0.0546,NA
blk466,10,1519372,1602798,8,83426,0.4527,NA
blk467,10,1610277,1702733,12,92456,0.1249,NA
blk468,10,1718627,1805109,8,86482,0.0658,NA
blk469,10,1821732,1906010,11,84278,0.0591,NA
blk470,10,1910474,2005756,8,95282,0.199,NA
blk471,10,2031489,2107217,9,75728,0.1793,NA
blk472,10,2109680,2187139,13,77459,0.126,NA
blk473,10,2234572,2306708,8,72136,0.3717,NA
blk474,10,2318863,2380268,13,61405,0.2367,NA
blk475,10,2424027,2506683,10,82656,0.2103,NA
blk476,10,2509628,2599755,7,90127,0.4855,NA
blk477,10,2609594,2691080,7,81486,0.3671,NA
blk478,10,2718748,2799611,10,80863,0.0754,NA
blk479,10,2810939,2901235,7,90296,0.1789,NA
blk480,10,2919412,3007261,12,87849,0.1537,NA
blk481,10,3013840,3097917,15,84077,0.0743,NA
blk482,10,3116594,3205386,11,88792,0.2843,NA
blk483,10,3207728,3301811,17,94083,0.3271,NA
blk484,10,3311690,3400798,7,89108,0.2685,NA
blk485,10,3415025,3486551,11,71526,0.42,NA
blk486,10,3517983,3605193,12,87210,0.1837,NA
blk487,10,3616393,3689377,9,72984,0.4433,NA
blk488,10,3711652,3798696,11,87044,0.4745,NA
blk489,10,3831750,3884944,8,53194,0.2231,NA
blk490,10,3910392,3981550,6,71158,0.2692,NA
blk491,10,4016426,4105433,11,89007,0.1291,NA
blk492,10,4177096,4207457,9,30361,0.2874,NA
blk493,10,4210315,4301199,17,90884,0.1631,NA
blk494,10,4310291,4395895,8,85604,0.4352,NA
blk495,10,4415674,4507163,11,91489,0.3758,NA
blk496,10,4511011,4599012,14,88001,0.3837,NA
blk497,10,4610468,4698983,5,88515,0.1681,NA
blk498,10,4724531,4807271,15,82740,0.2516,NA
blk499,10,4808132,4896023,8,87891,0.4103,NA
blk500,10,4916736,4998942,9,82206,0.1057,NA
